datetime,library,opening_type,people_in,people_out
2020-02-24 07:00:00,North Finchley,closed,0,0
2020-02-24 07:00:00,Osidge,closed,6,1
2020-02-24 08:00:00,Chipping Barnet,SSO,0,0
2020-02-24 08:00:00,Colindale,SSO,9,8
2020-02-24 08:00:00,Edgware,SSO,6,6
2020-02-24 08:00:00,Golders Green,SSO,3,2
2020-02-24 08:00:00,North Finchley,SSO,2,4
2020-02-24 08:00:00,Osidge,SSO,7,2
2020-02-24 09:00:00,Chipping Barnet,SSO,0,0
2020-02-24 09:00:00,Colindale,SSO,5,7
2020-02-24 09:00:00,Edgware,staffed,39,9
2020-02-24 09:00:00,Golders Green,SSO,3,4
2020-02-24 09:00:00,North Finchley,SSO,3,5
2020-02-24 09:00:00,Osidge,SSO,4,3
2020-02-24 10:00:00,Chipping Barnet,SSO,0,0
2020-02-24 10:00:00,Colindale,SSO,6,9
2020-02-24 10:00:00,Edgware,staffed,43,71
2020-02-24 10:00:00,Golders Green,SSO,1,2
2020-02-24 10:00:00,North Finchley,SSO,11,9
2020-02-24 10:00:00,Osidge,SSO,11,12
2020-02-24 11:00:00,Chipping Barnet,SSO,0,0
2020-02-24 11:00:00,Colindale,SSO,11,6
2020-02-24 11:00:00,Edgware,staffed,31,48
2020-02-24 11:00:00,Golders Green,SSO,12,8
2020-02-24 11:00:00,North Finchley,SSO,15,12
2020-02-24 11:00:00,Osidge,SSO,10,6
2020-02-24 12:00:00,Chipping Barnet,SSO,0,0
2020-02-24 12:00:00,Colindale,SSO,18,17
2020-02-24 12:00:00,Edgware,SSO,19,42
2020-02-24 12:00:00,Golders Green,SSO,15,14
2020-02-24 12:00:00,North Finchley,SSO,15,11
2020-02-24 12:00:00,Osidge,SSO,16,22
2020-02-24 13:00:00,Chipping Barnet,SSO,0,0
2020-02-24 13:00:00,Colindale,SSO,15,10
2020-02-24 13:00:00,Edgware,SSO,20,29
2020-02-24 13:00:00,Golders Green,SSO,11,21
2020-02-24 13:00:00,North Finchley,SSO,17,8
2020-02-24 13:00:00,Osidge,SSO,10,11
2020-02-24 14:00:00,Chipping Barnet,SSO,0,0
2020-02-24 14:00:00,Colindale,SSO,14,6
2020-02-24 14:00:00,Edgware,SSO,22,24
2020-02-24 14:00:00,Golders Green,SSO,24,24
2020-02-24 14:00:00,North Finchley,SSO,15,12
2020-02-24 14:00:00,Osidge,SSO,10,14
2020-02-24 15:00:00,Chipping Barnet,SSO,0,0
2020-02-24 15:00:00,Colindale,SSO,20,22
2020-02-24 15:00:00,Edgware,SSO,52,34
2020-02-24 15:00:00,Golders Green,SSO,22,17
2020-02-24 15:00:00,North Finchley,SSO,29,22
2020-02-24 15:00:00,Osidge,SSO,29,53
2020-02-24 16:00:00,Chipping Barnet,SSO,0,0
2020-02-24 16:00:00,Colindale,SSO,30,26
2020-02-24 16:00:00,Edgware,SSO,68,86
2020-02-24 16:00:00,Golders Green,SSO,16,25
2020-02-24 16:00:00,North Finchley,SSO,16,11
2020-02-24 16:00:00,Osidge,SSO,10,17
2020-02-24 17:00:00,Chipping Barnet,SSO,0,0
2020-02-24 17:00:00,Colindale,SSO,47,19
2020-02-24 17:00:00,Edgware,SSO,29,66
2020-02-24 17:00:00,Golders Green,SSO,9,14
2020-02-24 17:00:00,North Finchley,SSO,18,21
2020-02-24 17:00:00,Osidge,SSO,6,10
2020-02-24 18:00:00,Chipping Barnet,SSO,0,0
2020-02-24 18:00:00,Colindale,SSO,22,16
2020-02-24 18:00:00,Edgware,SSO,27,42
2020-02-24 18:00:00,Golders Green,SSO,9,9
2020-02-24 18:00:00,North Finchley,SSO,45,43
2020-02-24 18:00:00,Osidge,SSO,4,7
2020-02-24 19:00:00,Chipping Barnet,SSO,0,0
2020-02-24 19:00:00,Colindale,SSO,18,8
2020-02-24 19:00:00,Edgware,SSO,18,30
2020-02-24 19:00:00,Golders Green,SSO,2,8
2020-02-24 19:00:00,North Finchley,SSO,40,42
2020-02-24 19:00:00,Osidge,SSO,4,10
2020-02-24 20:00:00,Chipping Barnet,SSO,0,0
2020-02-24 20:00:00,Colindale,SSO,11,5
2020-02-24 20:00:00,Edgware,SSO,12,28
2020-02-24 20:00:00,Golders Green,closed,1,3
2020-02-24 20:00:00,North Finchley,closed,6,1
2020-02-24 20:00:00,Osidge,closed,0,0
2020-02-24 21:00:00,Chipping Barnet,SSO,0,0
2020-02-24 21:00:00,Colindale,SSO,11,2
2020-02-24 21:00:00,Edgware,SSO,7,20
2020-02-24 21:00:00,Golders Green,closed,0,0
2020-02-24 21:00:00,North Finchley,closed,0,0
2020-02-24 21:00:00,Osidge,closed,0,0
2020-02-24 22:00:00,Chipping Barnet,closed,0,0
2020-02-24 22:00:00,Colindale,closed,0,0
2020-02-24 22:00:00,Edgware,closed,4,33
2020-02-24 22:00:00,Golders Green,closed,0,0
2020-02-24 22:00:00,North Finchley,closed,0,0
2020-02-24 22:00:00,Osidge,closed,0,0
2020-02-24 23:00:00,Chipping Barnet,closed,0,0
2020-02-24 23:00:00,Colindale,closed,0,0
2020-02-24 23:00:00,Edgware,closed,0,0
2020-02-24 23:00:00,Golders Green,closed,0,0
2020-02-24 23:00:00,North Finchley,closed,0,0
2020-02-24 23:00:00,Osidge,closed,0,0
2020-02-25 00:00:00,Chipping Barnet,closed,0,0
2020-02-25 00:00:00,Colindale,closed,0,0
2020-02-25 00:00:00,Edgware,closed,0,0
2020-02-25 00:00:00,Golders Green,closed,0,0
2020-02-25 00:00:00,North Finchley,closed,0,0
2020-02-25 00:00:00,Osidge,closed,0,0
2020-02-25 01:00:00,Chipping Barnet,closed,0,0
2020-02-25 01:00:00,Colindale,closed,0,0
2020-02-25 01:00:00,Edgware,closed,0,0
2020-02-25 01:00:00,Golders Green,closed,0,0
2020-02-25 01:00:00,North Finchley,closed,0,0
2020-02-25 01:00:00,Osidge,closed,0,0
2020-02-25 02:00:00,Chipping Barnet,closed,0,0
2020-02-25 02:00:00,Colindale,closed,0,0
2020-02-25 02:00:00,Edgware,closed,0,0
2020-02-25 02:00:00,Golders Green,closed,0,0
2020-02-25 02:00:00,North Finchley,closed,0,0
2020-02-25 02:00:00,Osidge,closed,0,0
2020-02-25 03:00:00,Chipping Barnet,closed,0,0
2020-02-25 03:00:00,Colindale,closed,0,0
2020-02-25 03:00:00,Edgware,closed,0,0
2020-02-25 03:00:00,Golders Green,closed,0,0
2020-02-25 03:00:00,North Finchley,closed,0,0
2020-02-25 03:00:00,Osidge,closed,0,0
2020-02-25 04:00:00,Chipping Barnet,closed,0,0
2020-02-25 04:00:00,Colindale,closed,0,0
2020-02-25 04:00:00,Edgware,closed,0,0
2020-02-25 04:00:00,Golders Green,closed,0,0
2020-02-25 04:00:00,North Finchley,closed,0,0
2020-02-25 04:00:00,Osidge,closed,0,0
2020-02-25 05:00:00,Chipping Barnet,closed,0,0
2020-02-25 05:00:00,Colindale,closed,0,0
2020-02-25 05:00:00,Edgware,closed,0,0
2020-02-25 05:00:00,Golders Green,closed,0,0
2020-02-25 05:00:00,North Finchley,closed,0,0
2020-02-25 05:00:00,Osidge,closed,0,0
2020-02-25 06:00:00,Chipping Barnet,closed,0,0
2020-02-25 06:00:00,Colindale,closed,2,2
2020-02-25 06:00:00,Edgware,closed,0,0
2020-02-25 06:00:00,Golders Green,closed,0,0
2020-02-25 06:00:00,North Finchley,closed,0,0
2020-02-25 06:00:00,Osidge,closed,0,0
2020-02-25 07:00:00,Chipping Barnet,SSO,0,0
2020-02-25 07:00:00,Colindale,SSO,0,0
2020-02-25 07:00:00,Edgware,SSO,0,0
2020-02-25 07:00:00,Golders Green,closed,0,0
2020-02-25 07:00:00,North Finchley,closed,0,0
2020-02-25 07:00:00,Osidge,closed,1,1
2020-02-25 08:00:00,Chipping Barnet,SSO,0,0
2020-02-25 08:00:00,Colindale,SSO,13,4
2020-02-25 08:00:00,Edgware,SSO,8,6
2020-02-25 08:00:00,Golders Green,SSO,2,1
2020-02-25 08:00:00,North Finchley,SSO,3,3
2020-02-25 08:00:00,Osidge,SSO,10,7
2020-02-25 09:00:00,Chipping Barnet,staffed,0,0
2020-02-25 09:00:00,Colindale,SSO,16,15
2020-02-25 09:00:00,Edgware,SSO,16,14
2020-02-25 09:00:00,Golders Green,SSO,7,6
2020-02-25 09:00:00,North Finchley,SSO,4,5
2020-02-25 09:00:00,Osidge,SSO,4,4
2020-02-25 10:00:00,Chipping Barnet,staffed,0,0
2020-02-25 10:00:00,Colindale,SSO,12,17
2020-02-25 10:00:00,Edgware,SSO,39,44
2020-02-25 10:00:00,Golders Green,SSO,6,12
2020-02-25 10:00:00,North Finchley,SSO,9,6
2020-02-25 10:00:00,Osidge,SSO,10,4
2020-02-25 11:00:00,Chipping Barnet,staffed,0,0
2020-02-25 11:00:00,Colindale,SSO,19,8
2020-02-25 11:00:00,Edgware,SSO,26,29
2020-02-25 11:00:00,Golders Green,SSO,10,17
2020-02-25 11:00:00,North Finchley,SSO,27,23
2020-02-25 11:00:00,Osidge,SSO,9,4
2020-02-25 12:00:00,Chipping Barnet,SSO,0,0
2020-02-25 12:00:00,Colindale,SSO,22,18
2020-02-25 12:00:00,Edgware,SSO,13,22
2020-02-25 12:00:00,Golders Green,SSO,4,4
2020-02-25 12:00:00,North Finchley,SSO,11,6
2020-02-25 12:00:00,Osidge,SSO,14,21
2020-02-25 13:00:00,Chipping Barnet,SSO,0,0
2020-02-25 13:00:00,Colindale,SSO,18,14
2020-02-25 13:00:00,Edgware,SSO,40,28
2020-02-25 13:00:00,Golders Green,SSO,16,9
2020-02-25 13:00:00,North Finchley,SSO,10,17
2020-02-25 13:00:00,Osidge,SSO,20,18
2020-02-25 14:00:00,Chipping Barnet,SSO,0,0
2020-02-25 14:00:00,Colindale,staffed,24,67
2020-02-25 14:00:00,Edgware,staffed,46,33
2020-02-25 14:00:00,Golders Green,staffed,22,24
2020-02-25 14:00:00,North Finchley,staffed,23,22
2020-02-25 14:00:00,Osidge,staffed,26,34
2020-02-25 15:00:00,Chipping Barnet,SSO,0,0
2020-02-25 15:00:00,Colindale,staffed,69,35
2020-02-25 15:00:00,Edgware,staffed,58,44
2020-02-25 15:00:00,Golders Green,staffed,13,21
2020-02-25 15:00:00,North Finchley,staffed,16,14
2020-02-25 15:00:00,Osidge,staffed,45,32
2020-02-25 16:00:00,Chipping Barnet,SSO,0,0
2020-02-25 16:00:00,Colindale,staffed,41,37
2020-02-25 16:00:00,Edgware,staffed,37,75
2020-02-25 16:00:00,Golders Green,staffed,23,34
2020-02-25 16:00:00,North Finchley,staffed,12,11
2020-02-25 16:00:00,Osidge,staffed,16,31
2020-02-25 17:00:00,Chipping Barnet,SSO,0,0
2020-02-25 17:00:00,Colindale,staffed,48,32
2020-02-25 17:00:00,Edgware,SSO,28,40
2020-02-25 17:00:00,Golders Green,SSO,6,20
2020-02-25 17:00:00,North Finchley,staffed,20,19
2020-02-25 17:00:00,Osidge,staffed,14,13
2020-02-25 18:00:00,Chipping Barnet,SSO,0,0
2020-02-25 18:00:00,Colindale,staffed,27,18
2020-02-25 18:00:00,Edgware,SSO,18,24
2020-02-25 18:00:00,Golders Green,SSO,1,1
2020-02-25 18:00:00,North Finchley,staffed,21,18
2020-02-25 18:00:00,Osidge,staffed,6,11
2020-02-25 19:00:00,Chipping Barnet,SSO,0,0
2020-02-25 19:00:00,Colindale,staffed,36,22
2020-02-25 19:00:00,Edgware,SSO,16,18
2020-02-25 19:00:00,Golders Green,SSO,0,0
2020-02-25 19:00:00,North Finchley,staffed,19,14
2020-02-25 19:00:00,Osidge,staffed,6,10
2020-02-25 20:00:00,Chipping Barnet,SSO,0,0
2020-02-25 20:00:00,Colindale,SSO,15,2
2020-02-25 20:00:00,Edgware,SSO,9,12
2020-02-25 20:00:00,Golders Green,closed,1,7
2020-02-25 20:00:00,North Finchley,closed,8,1
2020-02-25 20:00:00,Osidge,closed,0,0
2020-02-25 21:00:00,Chipping Barnet,SSO,0,0
2020-02-25 21:00:00,Colindale,SSO,24,3
2020-02-25 21:00:00,Edgware,SSO,5,28
2020-02-25 21:00:00,Golders Green,closed,4,6
2020-02-25 21:00:00,North Finchley,closed,0,0
2020-02-25 21:00:00,Osidge,closed,0,0
2020-02-25 22:00:00,Chipping Barnet,closed,0,0
2020-02-25 22:00:00,Colindale,closed,0,0
2020-02-25 22:00:00,Edgware,closed,5,22
2020-02-25 22:00:00,Golders Green,closed,0,0
2020-02-25 22:00:00,North Finchley,closed,0,0
2020-02-25 22:00:00,Osidge,closed,0,0
2020-02-25 23:00:00,Chipping Barnet,closed,0,0
2020-02-25 23:00:00,Colindale,closed,0,0
2020-02-25 23:00:00,Edgware,closed,0,0
2020-02-25 23:00:00,Golders Green,closed,0,0
2020-02-25 23:00:00,North Finchley,closed,0,0
2020-02-25 23:00:00,Osidge,closed,0,0
2020-02-26 00:00:00,Chipping Barnet,closed,0,0
2020-02-26 00:00:00,Colindale,closed,0,0
2020-02-26 00:00:00,Edgware,closed,0,0
2020-02-26 00:00:00,Golders Green,closed,0,0
2020-02-26 00:00:00,North Finchley,closed,0,0
2020-02-26 00:00:00,Osidge,closed,0,0
2020-02-26 01:00:00,Chipping Barnet,closed,0,0
2020-02-26 01:00:00,Colindale,closed,0,0
2020-02-26 01:00:00,Edgware,closed,0,0
2020-02-26 01:00:00,Golders Green,closed,0,0
2020-02-26 01:00:00,North Finchley,closed,0,0
2020-02-26 01:00:00,Osidge,closed,0,0
2020-02-26 02:00:00,Chipping Barnet,closed,0,0
2020-02-26 02:00:00,Colindale,closed,0,0
2020-02-26 02:00:00,Edgware,closed,0,0
2020-02-26 02:00:00,Golders Green,closed,0,0
2020-02-26 02:00:00,North Finchley,closed,0,0
2020-02-26 02:00:00,Osidge,closed,0,0
2020-02-26 03:00:00,Chipping Barnet,closed,0,0
2020-02-26 03:00:00,Colindale,closed,0,0
2020-02-26 03:00:00,Edgware,closed,0,0
2020-02-26 03:00:00,Golders Green,closed,0,0
2020-02-26 03:00:00,North Finchley,closed,0,0
2020-02-26 03:00:00,Osidge,closed,0,0
2020-02-26 04:00:00,Chipping Barnet,closed,0,0
2020-02-26 04:00:00,Colindale,closed,0,0
2020-02-26 04:00:00,Edgware,closed,0,0
2020-02-26 04:00:00,Golders Green,closed,0,0
2020-02-26 04:00:00,North Finchley,closed,0,0
2020-02-26 04:00:00,Osidge,closed,0,0
2020-02-26 05:00:00,Chipping Barnet,closed,0,0
2020-02-26 05:00:00,Colindale,closed,1,1
2020-02-26 05:00:00,Edgware,closed,0,0
2020-02-26 05:00:00,Golders Green,closed,0,0
2020-02-26 05:00:00,North Finchley,closed,0,0
2020-02-26 05:00:00,Osidge,closed,0,0
2020-02-26 06:00:00,Chipping Barnet,closed,0,0
2020-02-26 06:00:00,Colindale,closed,0,0
2020-02-26 06:00:00,Edgware,closed,0,0
2020-02-26 06:00:00,Golders Green,closed,0,0
2020-02-26 06:00:00,North Finchley,closed,0,0
2020-02-26 06:00:00,Osidge,closed,0,0
2020-02-26 07:00:00,Chipping Barnet,SSO,0,0
2020-02-26 07:00:00,Colindale,SSO,1,1
2020-02-26 07:00:00,Edgware,SSO,6,5
2020-02-26 07:00:00,Golders Green,closed,0,0
2020-02-26 07:00:00,North Finchley,closed,0,0
2020-02-26 07:00:00,Osidge,closed,0,0
2020-02-26 08:00:00,Chipping Barnet,SSO,0,0
2020-02-26 08:00:00,Colindale,SSO,17,12
2020-02-26 08:00:00,Edgware,SSO,2,5
2020-02-26 08:00:00,Golders Green,SSO,1,2
2020-02-26 08:00:00,North Finchley,SSO,2,4
2020-02-26 08:00:00,Osidge,SSO,10,8
2020-02-26 09:00:00,Chipping Barnet,SSO,0,0
2020-02-26 09:00:00,Colindale,SSO,12,32
2020-02-26 09:00:00,Edgware,SSO,14,6
2020-02-26 09:00:00,Golders Green,SSO,4,1
2020-02-26 09:00:00,North Finchley,SSO,5,7
2020-02-26 09:00:00,Osidge,staffed,17,7
2020-02-26 10:00:00,Chipping Barnet,SSO,0,0
2020-02-26 10:00:00,Colindale,SSO,52,18
2020-02-26 10:00:00,Edgware,SSO,21,24
2020-02-26 10:00:00,Golders Green,SSO,3,7
2020-02-26 10:00:00,North Finchley,SSO,14,13
2020-02-26 10:00:00,Osidge,staffed,28,28
2020-02-26 11:00:00,Chipping Barnet,SSO,0,0
2020-02-26 11:00:00,Colindale,SSO,48,66
2020-02-26 11:00:00,Edgware,SSO,22,17
2020-02-26 11:00:00,Golders Green,SSO,2,7
2020-02-26 11:00:00,North Finchley,SSO,11,7
2020-02-26 11:00:00,Osidge,staffed,18,24
2020-02-26 12:00:00,Chipping Barnet,SSO,0,0
2020-02-26 12:00:00,Colindale,SSO,86,18
2020-02-26 12:00:00,Edgware,SSO,35,25
2020-02-26 12:00:00,Golders Green,SSO,9,7
2020-02-26 12:00:00,North Finchley,SSO,10,8
2020-02-26 12:00:00,Osidge,SSO,17,20
2020-02-26 13:00:00,Chipping Barnet,SSO,0,0
2020-02-26 13:00:00,Colindale,SSO,27,15
2020-02-26 13:00:00,Edgware,SSO,29,44
2020-02-26 13:00:00,Golders Green,SSO,1,6
2020-02-26 13:00:00,North Finchley,SSO,12,11
2020-02-26 13:00:00,Osidge,SSO,8,22
2020-02-26 14:00:00,Chipping Barnet,staffed,0,0
2020-02-26 14:00:00,Colindale,staffed,39,38
2020-02-26 14:00:00,Edgware,SSO,32,47
2020-02-26 14:00:00,Golders Green,SSO,9,15
2020-02-26 14:00:00,North Finchley,SSO,16,9
2020-02-26 14:00:00,Osidge,SSO,19,19
2020-02-26 15:00:00,Chipping Barnet,staffed,0,0
2020-02-26 15:00:00,Colindale,staffed,39,23
2020-02-26 15:00:00,Edgware,SSO,25,40
2020-02-26 15:00:00,Golders Green,SSO,13,19
2020-02-26 15:00:00,North Finchley,SSO,17,25
2020-02-26 15:00:00,Osidge,SSO,35,25
2020-02-26 16:00:00,Chipping Barnet,staffed,0,0
2020-02-26 16:00:00,Colindale,staffed,53,33
2020-02-26 16:00:00,Edgware,SSO,99,84
2020-02-26 16:00:00,Golders Green,SSO,15,11
2020-02-26 16:00:00,North Finchley,SSO,31,22
2020-02-26 16:00:00,Osidge,SSO,16,24
2020-02-26 17:00:00,Chipping Barnet,staffed,0,0
2020-02-26 17:00:00,Colindale,SSO,56,36
2020-02-26 17:00:00,Edgware,SSO,35,69
2020-02-26 17:00:00,Golders Green,SSO,18,14
2020-02-26 17:00:00,North Finchley,SSO,60,51
2020-02-26 17:00:00,Osidge,SSO,14,38
2020-02-26 18:00:00,Chipping Barnet,staffed,0,0
2020-02-26 18:00:00,Colindale,SSO,73,34
2020-02-26 18:00:00,Edgware,SSO,26,42
2020-02-26 18:00:00,Golders Green,SSO,1,3
2020-02-26 18:00:00,North Finchley,SSO,43,38
2020-02-26 18:00:00,Osidge,SSO,7,7
2020-02-26 19:00:00,Chipping Barnet,staffed,0,0
2020-02-26 19:00:00,Colindale,SSO,29,15
2020-02-26 19:00:00,Edgware,SSO,20,34
2020-02-26 19:00:00,Golders Green,SSO,1,4
2020-02-26 19:00:00,North Finchley,SSO,46,39
2020-02-26 19:00:00,Osidge,SSO,5,10
2020-02-26 20:00:00,Chipping Barnet,SSO,0,0
2020-02-26 20:00:00,Colindale,SSO,15,3
2020-02-26 20:00:00,Edgware,SSO,5,21
2020-02-26 20:00:00,Golders Green,closed,3,8
2020-02-26 20:00:00,North Finchley,closed,23,17
2020-02-26 20:00:00,Osidge,closed,0,0
2020-02-26 21:00:00,Chipping Barnet,SSO,0,0
2020-02-26 21:00:00,Colindale,SSO,22,3
2020-02-26 21:00:00,Edgware,SSO,5,32
2020-02-26 21:00:00,Golders Green,closed,1,3
2020-02-26 21:00:00,North Finchley,closed,18,7
2020-02-26 21:00:00,Osidge,closed,0,0
2020-02-26 22:00:00,Chipping Barnet,closed,0,0
2020-02-26 22:00:00,Colindale,closed,0,0
2020-02-26 22:00:00,Edgware,closed,2,9
2020-02-26 22:00:00,Golders Green,closed,0,0
2020-02-26 22:00:00,North Finchley,closed,0,0
2020-02-26 22:00:00,Osidge,closed,0,0
2020-02-26 23:00:00,Chipping Barnet,closed,0,0
2020-02-26 23:00:00,Colindale,closed,0,0
2020-02-26 23:00:00,Edgware,closed,0,0
2020-02-26 23:00:00,Golders Green,closed,0,0
2020-02-26 23:00:00,North Finchley,closed,0,0
2020-02-26 23:00:00,Osidge,closed,0,0
2020-02-27 00:00:00,Chipping Barnet,closed,0,0
2020-02-27 00:00:00,Colindale,closed,0,0
2020-02-27 00:00:00,Edgware,closed,0,0
2020-02-27 00:00:00,Golders Green,closed,0,0
2020-02-27 00:00:00,North Finchley,closed,0,0
2020-02-27 00:00:00,Osidge,closed,0,0
2020-02-27 01:00:00,Chipping Barnet,closed,0,0
2020-02-27 01:00:00,Colindale,closed,0,0
2020-02-27 01:00:00,Edgware,closed,0,0
2020-02-27 01:00:00,Golders Green,closed,0,0
2020-02-27 01:00:00,North Finchley,closed,0,0
2020-02-27 01:00:00,Osidge,closed,0,0
2020-02-27 02:00:00,Chipping Barnet,closed,0,0
2020-02-27 02:00:00,Colindale,closed,0,0
2020-02-27 02:00:00,Edgware,closed,0,0
2020-02-27 02:00:00,Golders Green,closed,0,0
2020-02-27 02:00:00,North Finchley,closed,0,0
2020-02-27 02:00:00,Osidge,closed,0,0
2020-02-27 03:00:00,Chipping Barnet,closed,0,0
2020-02-27 03:00:00,Colindale,closed,0,0
2020-02-27 03:00:00,Edgware,closed,0,0
2020-02-27 03:00:00,Golders Green,closed,0,0
2020-02-27 03:00:00,North Finchley,closed,0,0
2020-02-27 03:00:00,Osidge,closed,0,0
2020-02-27 04:00:00,Chipping Barnet,closed,0,0
2020-02-27 04:00:00,Colindale,closed,0,0
2020-02-27 04:00:00,Edgware,closed,0,0
2020-02-27 04:00:00,Golders Green,closed,0,0
2020-02-27 04:00:00,North Finchley,closed,0,0
2020-02-27 04:00:00,Osidge,closed,0,0
2020-02-27 05:00:00,Chipping Barnet,closed,0,0
2020-02-27 05:00:00,Colindale,closed,0,0
2020-02-27 05:00:00,Edgware,closed,0,0
2020-02-27 05:00:00,Golders Green,closed,0,0
2020-02-27 05:00:00,North Finchley,closed,0,0
2020-02-27 05:00:00,Osidge,closed,0,0
2020-02-27 06:00:00,Chipping Barnet,closed,0,0
2020-02-27 06:00:00,Colindale,closed,3,3
2020-02-27 06:00:00,Edgware,closed,0,0
2020-02-27 06:00:00,Golders Green,closed,0,0
2020-02-27 06:00:00,North Finchley,closed,0,0
2020-02-27 06:00:00,Osidge,closed,0,0
2020-02-27 07:00:00,Chipping Barnet,SSO,0,0
2020-02-27 07:00:00,Colindale,SSO,0,0
2020-02-27 07:00:00,Edgware,SSO,5,1
2020-02-27 07:00:00,Golders Green,closed,0,0
2020-02-27 07:00:00,North Finchley,closed,0,0
2020-02-27 07:00:00,Osidge,closed,0,0
2020-02-27 08:00:00,Chipping Barnet,SSO,0,0
2020-02-27 08:00:00,Colindale,SSO,13,9
2020-02-27 08:00:00,Edgware,SSO,9,7
2020-02-27 08:00:00,Golders Green,SSO,0,0
2020-02-27 08:00:00,North Finchley,SSO,2,7
2020-02-27 08:00:00,Osidge,SSO,6,7
2020-02-27 09:00:00,Chipping Barnet,SSO,0,0
2020-02-27 09:00:00,Colindale,staffed,11,22
2020-02-27 09:00:00,Edgware,SSO,30,10
2020-02-27 09:00:00,Golders Green,SSO,4,1
2020-02-27 09:00:00,North Finchley,staffed,15,21
2020-02-27 09:00:00,Osidge,SSO,0,0
2020-02-27 10:00:00,Chipping Barnet,SSO,0,0
2020-02-27 10:00:00,Colindale,staffed,34,23
2020-02-27 10:00:00,Edgware,SSO,22,33
2020-02-27 10:00:00,Golders Green,SSO,5,11
2020-02-27 10:00:00,North Finchley,staffed,29,30
2020-02-27 10:00:00,Osidge,SSO,11,13
2020-02-27 11:00:00,Chipping Barnet,SSO,0,0
2020-02-27 11:00:00,Colindale,staffed,32,26
2020-02-27 11:00:00,Edgware,SSO,29,39
2020-02-27 11:00:00,Golders Green,SSO,6,6
2020-02-27 11:00:00,North Finchley,staffed,26,14
2020-02-27 11:00:00,Osidge,SSO,14,14
2020-02-27 12:00:00,Chipping Barnet,SSO,0,0
2020-02-27 12:00:00,Colindale,SSO,65,23
2020-02-27 12:00:00,Edgware,SSO,8,29
2020-02-27 12:00:00,Golders Green,SSO,9,7
2020-02-27 12:00:00,North Finchley,SSO,17,11
2020-02-27 12:00:00,Osidge,SSO,5,15
2020-02-27 13:00:00,Chipping Barnet,SSO,0,0
2020-02-27 13:00:00,Colindale,SSO,35,20
2020-02-27 13:00:00,Edgware,SSO,36,28
2020-02-27 13:00:00,Golders Green,SSO,6,10
2020-02-27 13:00:00,North Finchley,SSO,12,12
2020-02-27 13:00:00,Osidge,SSO,18,6
2020-02-27 14:00:00,Chipping Barnet,SSO,0,0
2020-02-27 14:00:00,Colindale,SSO,22,13
2020-02-27 14:00:00,Edgware,staffed,55,40
2020-02-27 14:00:00,Golders Green,staffed,9,17
2020-02-27 14:00:00,North Finchley,SSO,28,20
2020-02-27 14:00:00,Osidge,staffed,55,24
2020-02-27 15:00:00,Chipping Barnet,SSO,0,0
2020-02-27 15:00:00,Colindale,SSO,15,5
2020-02-27 15:00:00,Edgware,staffed,38,58
2020-02-27 15:00:00,Golders Green,staffed,8,13
2020-02-27 15:00:00,North Finchley,SSO,16,15
2020-02-27 15:00:00,Osidge,staffed,26,56
2020-02-27 16:00:00,Chipping Barnet,SSO,0,0
2020-02-27 16:00:00,Colindale,SSO,31,16
2020-02-27 16:00:00,Edgware,staffed,46,61
2020-02-27 16:00:00,Golders Green,staffed,2,4
2020-02-27 16:00:00,North Finchley,SSO,37,24
2020-02-27 16:00:00,Osidge,staffed,18,22
2020-02-27 17:00:00,Chipping Barnet,SSO,0,0
2020-02-27 17:00:00,Colindale,SSO,31,20
2020-02-27 17:00:00,Edgware,staffed,56,43
2020-02-27 17:00:00,Golders Green,staffed,7,22
2020-02-27 17:00:00,North Finchley,SSO,19,17
2020-02-27 17:00:00,Osidge,SSO,10,30
2020-02-27 18:00:00,Chipping Barnet,SSO,0,0
2020-02-27 18:00:00,Colindale,SSO,39,13
2020-02-27 18:00:00,Edgware,staffed,45,68
2020-02-27 18:00:00,Golders Green,staffed,9,12
2020-02-27 18:00:00,North Finchley,SSO,9,8
2020-02-27 18:00:00,Osidge,SSO,0,0
2020-02-27 19:00:00,Chipping Barnet,SSO,0,0
2020-02-27 19:00:00,Colindale,SSO,39,13
2020-02-27 19:00:00,Edgware,staffed,20,22
2020-02-27 19:00:00,Golders Green,staffed,3,12
2020-02-27 19:00:00,North Finchley,SSO,21,17
2020-02-27 19:00:00,Osidge,SSO,3,8
2020-02-27 20:00:00,Chipping Barnet,SSO,0,0
2020-02-27 20:00:00,Colindale,SSO,17,8
2020-02-27 20:00:00,Edgware,SSO,9,28
2020-02-27 20:00:00,Golders Green,closed,2,15
2020-02-27 20:00:00,North Finchley,closed,0,0
2020-02-27 20:00:00,Osidge,closed,5,22
2020-02-27 21:00:00,Chipping Barnet,SSO,0,0
2020-02-27 21:00:00,Colindale,SSO,11,4
2020-02-27 21:00:00,Edgware,SSO,4,10
2020-02-27 21:00:00,Golders Green,closed,0,0
2020-02-27 21:00:00,North Finchley,closed,0,0
2020-02-27 21:00:00,Osidge,closed,0,0
2020-02-27 22:00:00,Chipping Barnet,closed,0,0
2020-02-27 22:00:00,Colindale,closed,0,0
2020-02-27 22:00:00,Edgware,closed,6,20
2020-02-27 22:00:00,Golders Green,closed,0,0
2020-02-27 22:00:00,North Finchley,closed,0,0
2020-02-27 22:00:00,Osidge,closed,0,0
2020-02-27 23:00:00,Chipping Barnet,closed,0,0
